GUID	| Time
4769	|1,799707
4770	|1,68251
4771	|1,692208
4772	|1,773386
4773	|1,733714
4774	|1,682951
4775	|1,6995
4776	|1,667134
4777	|1,765669
4778	|1,71623
4779	|1,717021
4780	|1,674612
4781	|1,890251
4782	|1,700367
4783	|1,749484
4784	|1,749146
4785	|1,659203
4786	|1,748337
4787	|1,757836
4788	|1,741778
4789	|1,724127
4790	|1,75832
4791	|1,758106
4792	|1,905891
4793	|1,783594
4794	|1,707806
4795	|1,707752
4796	|1,749667
4797	|1,73406
4798	|1,715029
4799	|1,774358
4800	|1,782991
4801	|1,857245
4802	|2,155789
4803	|1,750256
4804	|1,732229
4805	|1,791448
4806	|1,740811
4807	|1,732827
4808	|1,800118
4809	|1,723981
4810	|1,808353
4811	|1,873362
4812	|1,857202
4813	|1,7085
4814	|1,831974
4815	|1,799123
4816	|1,650782
4817	|1,781922
4818	|1,929943
4819	|1,768719
4820	|2,221759
4821	|1,790961
4822	|1,766808
4823	|1,807376
4824	|1,815409
4825	|1,766626
4826	|1,799182
4827	|1,691757
4828	|1,707511
4829	|1,849566
4830	|1,600093
4831	|1,716088
4832	|1,716398
4833	|1,749784
4834	|1,740686
4835	|1,706955
4836	|1,785004
4837	|1,681886
4838	|1,824711
4839	|2,122956
4840	|1,890371
4841	|1,724049
4842	|1,799501
4843	|1,782754
4844	|1,649804
4845	|1,699891
4846	|1,741765
4847	|1,741372
4848	|1,732001
4849	|1,725347
4850	|1,723998
4851	|1,815889
4852	|1,905035
4853	|1,751979
4854	|1,757395
4855	|1,791651
4856	|1,765528
4857	|1,641645
4858	|1,784121
4859	|1,822836
4860	|1,77509
4861	|1,773607
4862	|1,849597
4863	|1,740744
4864	|1,799756
4865	|1,765568
4866	|1,800153
4867	|1,707373
4868	|1,7827
4869	|1,855114
4870	|1,793185
4871	|1,790836
4872	|1,766622
4873	|1,782517
4874	|1,749778
4875	|1,873464
4876	|1,683302
4877	|1,741553
4878	|1,798377
4879	|2,040257
4880	|1,791829
4881	|1,798729
4882	|1,865659
4883	|1,849739
4884	|1,815291
4885	|1,839913
4886	|1,849846
4887	|1,774187
4888	|1,799185
4889	|1,658915
4890	|1,831846
4891	|1,725446
4892	|1,756972
4893	|1,749637
4894	|1,70112
4895	|1,773496
4896	|1,699938
4897	|1,774164
4898	|2,036328
4899	|1,910619
4900	|1,74062
4901	|1,774505
4902	|1,700265
4903	|1,781871
4904	|1,700676
4905	|1,74052
4906	|1,766546
4907	|1,724209
4908	|1,683273
4909	|1,733033
4910	|1,774317
4911	|1,7994
4912	|1,68421
4913	|1,682065
4914	|1,848698
4915	|1,693941
4916	|1,747317
4917	|1,699808
4918	|1,861352
4919	|1,994019
4920	|1,757897
4921	|1,725384
4922	|1,723982
4923	|1,766102
4924	|1,857673
4925	|1,757445
4926	|1,658946
4927	|1,773901
4928	|1,840685
4929	|1,750373
4930	|1,781839
4931	|1,749452
4932	|1,824675
4933	|1,790556
4934	|1,790922
4935	|1,758061
4936	|1,758125
4937	|1,698653
4938	|1,767381
4939	|1,748806
4940	|1,741241
4941	|1,726263
4942	|1,715011
4943	|1,749441
4944	|1,683077
4945	|1,816515
4946	|1,708303
4947	|1,773488
4948	|1,807763
4949	|1,700804
4950	|1,715102
4951	|1,807573
4952	|1,758409
4953	|1,716013
4954	|1,666849
4955	|1,72436
4956	|1,782458
4957	|1,799683
4958	|1,707857
4959	|1,716181
4960	|1,725135
4961	|1,782149
4962	|1,749944
4963	|1,650078
4964	|1,839769
4965	|1,708639
4966	|1,799888
4967	|1,690879
4968	|1,691994
4969	|1,766137
4970	|1,690951
4971	|1,733408
4972	|1,649556
4973	|1,725136
4974	|1,823781
4975	|1,74119
4976	|1,716831
4977	|1,865023
4978	|1,91599
4979	|2,039958
4980	|1,757669
4981	|1,699922
4982	|1,798566
4983	|1,799275
4984	|1,799845
4985	|1,782155
4986	|1,841704
4987	|1,699413
4988	|1,890168
4989	|1,78258
4990	|1,675351
4991	|1,716279
4992	|1,807208
4993	|1,708484
4994	|1,766125
4995	|1,782267
4996	|1,725478
4997	|1,790609
4998	|2,22225
4999	|1,74902
5000	|1,757669
5001	|1,741831
5002	|1,766331
5003	|1,806949
5004	|1,64223
5005	|1,806893
5006	|1,675708
5007	|1,732067
5008	|1,749985
5009	|1,642157
5010	|1,724258
5011	|1,707683
5012	|1,824864
5013	|1,748603
5014	|1,701199
5015	|1,715159
5016	|1,774261
5017	|1,80931
5018	|2,25379
5019	|1,691654
5020	|1,716745
5021	|1,716358
5022	|1,796416
5023	|1,711082
5024	|1,674042
5025	|1,832777
5026	|1,732813
5027	|1,691413
5028	|1,633867
5029	|1,707749
5030	|1,79085
5031	|1,799118
5032	|1,775553
5033	|1,673765
5034	|1,808017
5035	|1,732543
5036	|1,716361
5037	|1,742056
5038	|2,022363
5039	|1,700255
5040	|1,83986
5041	|1,749771
5042	|1,783543
5043	|1,715704
5044	|1,741501
5045	|1,749253
5046	|1,658608
5047	|1,724853
5048	|1,77389
5049	|1,815935
5050	|1,732775
5051	|1,782746
5052	|1,807531
5053	|1,708612
5054	|1,748908
5055	|1,699879
5056	|1,724977
5057	|1,798225
5058	|2,015573
5059	|1,691871
5060	|1,765754
5061	|1,807298
5062	|1,750428
5063	|1,748961
5064	|1,757726
5065	|1,642481
5066	|1,782087
5067	|1,815601
5068	|1,667178
5069	|1,76552
5070	|1,625686
5071	|1,715897
5072	|1,815716
5073	|1,667334
5074	|1,699143
5075	|1,749411
5076	|1,749854
5077	|1,716165
5078	|2,064606
5079	|1,75772
5080	|1,75815
5081	|1,948888
5082	|1,716398
5083	|1,68293
5084	|1,774818
5085	|1,773822
5086	|1,807518
5087	|1,700396
5088	|1,699565
5089	|1,74968
5090	|1,71577
5091	|1,716354
5092	|1,666397
5093	|1,783316
5094	|1,740565
5095	|1,824707
5096	|1,732944
5097	|2,098584
5098	|1,947708
5099	|1,788575
5100	|1,702031
5101	|1,66687
5102	|1,749758
5103	|1,740947
5104	|1,749018
5105	|1,775143
5106	|1,739418
5107	|1,784169
5108	|1,782906
5109	|1,773785
5110	|1,72485
5111	|1,783077
5112	|1,724141
5113	|1,774533
5114	|1,824355
5115	|1,782422
5116	|1,799739
5117	|1,757389
5118	|1,807407
5119	|1,84117
5120	|1,699814
5121	|1,774094
5122	|1,802269
5123	|1,821111
5124	|1,708616
5125	|1,740765
5126	|1,683138
5127	|1,733622
5128	|1,806999
5129	|1,683153
5130	|1,708628
5131	|1,716493
5132	|1,748665
5133	|1,733455
5134	|1,741006
5135	|1,691231
5136	|1,766673
5137	|1,774002
5138	|1,75864
5139	|1,698894
5140	|1,724752
5141	|1,74162
5142	|1,75753
5143	|1,716216
5144	|1,666947
5145	|1,782262
5146	|1,716378
5147	|1,734696
5148	|1,780823
5149	|1,716541
5150	|1,725006
5151	|1,790496
5152	|1,774398
5153	|1,757655
5154	|1,757963
5155	|1,708573
5156	|1,791336
5157	|1,878066
5158	|2,026899
5159	|1,733017
5160	|1,897606
5161	|1,692782
5162	|1,782176
5163	|1,799223
5164	|1,733886
5165	|1,773985
5166	|1,682785
5167	|1,791504
5168	|1,815522
5169	|1,766748
5170	|1,748694
5171	|1,791552
5172	|1,832302
5173	|1,765755
5174	|1,816432
5175	|1,715728
5176	|1,757845
5177	|2,413208
5178	|1,757498
5179	|1,774512
5180	|1,799871
5181	|1,724122
5182	|1,816416
5183	|1,715748
5184	|1,708815
5185	|1,699266
5186	|1,740883
5187	|1,741215
5188	|1,79951
5189	|1,72427
5190	|1,667448
5191	|1,707985
5192	|1,757178
5193	|1,797215
5194	|1,719061
5195	|1,724064
5196	|1,782792
5197	|2,098332
5198	|1,658546
5199	|1,78262
5200	|1,74146
5201	|1,798635
5202	|1,724951
5203	|1,715697
5204	|1,766217
5205	|1,741864
5206	|1,981005
5207	|1,658906
5208	|1,757271
5209	|1,766412
5210	|1,822852
5211	|1,692921
5212	|1,724675
5213	|1,758106
5214	|1,748696
5215	|1,782647
5216	|2,000191
5217	|1,946756
5218	|1,741297
5219	|1,782973
5220	|1,749213
5221	|1,832472
5222	|1,849495
5223	|1,75731
5224	|1,825118
5225	|1,791392
5226	|1,681941
5227	|1,757835
5228	|1,741622
5229	|1,773904
5230	|1,857861
5231	|1,815295
5232	|1,807537
5233	|1,741954
5234	|1,831567
5235	|1,667394
5236	|2,296352
5237	|1,749708
5238	|1,832999
5239	|1,71632
5240	|1,708857
5241	|1,715205
5242	|1,765726
5243	|1,742924
5244	|1,803819
5245	|1,727344
5246	|1,682822
5247	|1,733295
5248	|1,724862
5249	|1,690837
5250	|1,683224
5251	|1,791451
5252	|1,732333
5253	|1,741316
5254	|1,717025
5255	|1,649495
5256	|2,288484
5257	|1,774914
5258	|1,724116
5259	|1,782561
5260	|1,733674
5261	|1,887802
5262	|1,817831
5263	|1,799845
5264	|1,823838
5265	|1,74939
5266	|1,813802
5267	|1,668665
5268	|1,716983
5269	|1,815591
5270	|1,707802
5271	|1,84253
5272	|1,772903
5273	|1,757469
5274	|1,816369
5275	|1,77512
5276	|1,914075
5277	|1,774738
5278	|1,624613
5279	|1,849695
5280	|1,741449
5281	|1,732547
5282	|1,765938
5283	|1,808154
5284	|1,798817
5285	|1,824191
5286	|1,775805
5287	|1,748112
5288	|1,832915
5289	|1,765684
5290	|1,799272
5291	|1,775044
5292	|1,832275
5293	|1,807178
5294	|1,7252
5295	|1,906338
5296	|1,683885
5297	|1,699789
5298	|1,789793
5299	|1,758605
5300	|1,658875
5301	|1,806959
5302	|1,732951
5303	|1,808783
5304	|1,781299
5305	|1,667567
5306	|1,699463
5307	|1,750203
5308	|1,765202
5309	|1,717016
5310	|1,825845
5311	|1,796378
5312	|1,931348
5313	|1,742292
5314	|1,807654
5315	|2,49705
5316	|1,773342
5317	|1,757865
5318	|1,667237
5319	|1,964475
5320	|1,716461
5321	|1,775407
5322	|1,855779
5323	|1,733506
5324	|1,741857
5325	|1,82353
5326	|1,774504
5327	|1,800841
5328	|1,723343
5329	|1,807648
5330	|1,700219
5331	|1,889822
5332	|1,758549
5333	|1,765638
5334	|1,824441
5335	|1,740667
5336	|1,882068
5337	|1,659621
5338	|1,756973
5339	|1,749216
5340	|1,741692
5341	|1,773895
5342	|1,79101
5343	|1,791286
5344	|1,76577
5345	|1,824953
5346	|1,757171
5347	|1,74969
5348	|2,104115
5349	|1,78461
5350	|1,74945
5351	|1,824748
5352	|1,725266
5353	|1,807392
5354	|2,188103
5355	|1,683311
5356	|1,824114
5357	|1,683635
5358	|1,831959
5359	|1,782908
5360	|1,766178
5361	|1,691683
5362	|1,749546
5363	|1,716333
5364	|1,724174
5365	|1,706925
5366	|1,676539
5367	|1,774178
5368	|1,749715
5369	|1,657997
5370	|1,749153
5371	|1,833073
5372	|1,856742
5373	|1,700916
5374	|2,080145
5375	|1,831927
5376	|1,701319
5377	|1,765198
5378	|1,699765
5379	|1,734001
5380	|1,781333
5381	|1,717025
5382	|1,813832
5383	|1,775945
5384	|1,783088
5385	|1,783
5386	|1,773864
5387	|1,708044
5388	|1,7831
5389	|1,682977
5390	|1,71671
5391	|1,749257
5392	|1,773978
5393	|2,115584
5394	|2,163167
5395	|1,790822
5396	|1,716934
5397	|1,873619
5398	|1,741004
5399	|1,848955
5400	|1,832985
5401	|1,758146
5402	|1,75765
5403	|1,708356
5404	|1,732345
5405	|1,70783
5406	|1,766531
5407	|1,774318
5408	|1,807189
5409	|1,741759
5410	|1,682737
5411	|1,699824
5412	|1,79953
5413	|2,329619
5414	|1,708242
5415	|1,692056
5416	|1,74063
5417	|1,757731
5418	|1,750181
5419	|1,757115
5420	|1,733
5421	|1,774595
5422	|1,699514
5423	|1,742198
5424	|1,756888
5425	|1,758302
5426	|1,732945
5427	|1,781626
5428	|1,709624
5429	|1,682582
5430	|1,807167
5431	|1,725032
5432	|1,79102
5433	|1,989751
5434	|1,725045
5435	|1,765681
5436	|1,73273
5437	|1,725313
5438	|1,707701
5439	|1,683613
5440	|1,732198
5441	|1,865968
5442	|1,675931
5443	|1,75652
5444	|1,766643
5445	|1,733086
5446	|1,773657
5447	|1,708237
5448	|1,67543
5449	|1,806748
5450	|1,757941
5451	|1,816555
5452	|1,765451
5453	|2,189361
5454	|1,799755
5455	|1,748884
5456	|1,766636
5457	|1,757271
5458	|1,814337
5459	|1,744115
5460	|1,740674
5461	|1,790303
5462	|1,750319
5463	|1,781729
5464	|1,849076
5465	|1,684431
5466	|1,773204
5467	|1,775446
5468	|1,732045
5469	|1,774704
5470	|1,624626
5471	|1,72655
5472	|2,026604
5473	|2,00211
5474	|1,641091
5475	|1,921607
5476	|1,735448
5477	|1,740839
5478	|1,700088
5479	|1,616416
5480	|1,691252
5481	|1,742075
5482	|1,740595
5483	|1,724369
5484	|1,717296
5485	|1,715603
5486	|1,815912
5487	|1,726157
5488	|1,797209
5489	|1,659381
5490	|1,773571
5491	|1,749961
5492	|1,978341
5493	|1,943496
5494	|1,683084
5495	|1,717168
5496	|1,699295
5497	|1,741175
5498	|1,691279
5499	|1,766669
5500	|1,740517
5501	|1,775129
5502	|1,740583
5503	|1,666553
5504	|1,750002
5505	|1,798812
5506	|1,758658
5507	|1,748834
5508	|1,774341
5509	|1,725411
5510	|1,78179
5511	|1,666664
5512	|1,766708
5513	|1,815489
5514	|1,700267
5515	|1,765438
5516	|1,717209
5517	|1,757469
5518	|1,799478
5519	|1,756959
5520	|1,70875
5521	|1,79839
5522	|1,667417
5523	|1,749932
5524	|1,806751
5525	|1,724805
5526	|1,733275
5527	|1,757133
5528	|1,782811
5529	|1,825159
5530	|1,66569
5531	|1,700194
5532	|1,83978
5533	|1,900344
5534	|1,773204
5535	|1,666761
5536	|1,708344
5537	|1,707619
5538	|1,766488
5539	|1,675147
5540	|1,650065
5541	|1,807026
5542	|1,782696
5543	|1,766022
5544	|1,741584
5545	|1,658019
5546	|1,74932
5547	|1,808327
5548	|1,682896
5549	|1,782305
5550	|1,736615
5551	|1,754175
5552	|1,92601
5553	|1,946461
5554	|1,691363
5555	|1,716747
5556	|1,733172
5557	|1,682408
5558	|1,874098
5559	|1,683737
5560	|1,79884
5561	|1,857505
5562	|1,783262
5563	|1,773008
5564	|1,741556
5565	|1,81629
5566	|1,699722
5567	|1,691928
5568	|1,906191
5569	|1,741582
5570	|1,757693
5571	|1,74109
5572	|1,717371
5573	|1,773638
5574	|1,691299
5575	|1,766585
5576	|1,682584
5577	|1,708089
5578	|1,833184
5579	|1,782022
5580	|1,741738
5581	|1,766258
5582	|1,732863
5583	|1,740783
5584	|1,758365
5585	|1,715686
5586	|1,73377
5587	|1,782537
5588	|1,847746
5589	|1,759107
5590	|1,716569
5591	|1,782357
5592	|1,856622
5593	|1,733006
5594	|1,683815
5595	|1,77393
5596	|1,666638
5597	|1,766558
5598	|1,773881
5599	|1,625741
5600	|1,657765
5601	|1,683123
5602	|1,71693
5603	|1,715742
5604	|1,749648
5605	|1,667041
5606	|1,757161
5607	|1,741618
5608	|1,724979
5609	|1,69919
5610	|1,708873
5611	|1,707857
5612	|2,162084
5613	|1,905121
5614	|1,719745
5615	|1,757964
5616	|1,791491
5617	|1,757278
5618	|1,699685
5619	|1,700383
5620	|1,732271
5621	|1,898805
5622	|1,733691
5623	|1,757506
5624	|1,741307
5625	|1,741299
5626	|1,856698
5627	|1,700484
5628	|1,708034
5629	|1,749274
5630	|2,051451
5631	|1,688356
5632	|1,699382
5633	|1,734023
5634	|1,789824
5635	|1,865458
5636	|1,683962
5637	|1,732217
5638	|1,815436
5639	|1,709097
5640	|1,865375
5641	|1,741222
5642	|1,782183
5643	|1,766579
5644	|1,775092
5645	|1,823718
5646	|1,674649
5647	|1,881345
5648	|1,75007
5649	|1,774593
5650	|1,757509
5651	|1,733755
5652	|2,213683
5653	|1,807156
5654	|1,791219
5655	|1,800326
5656	|1,807479
5657	|1,732111
5658	|1,816129
5659	|1,649581
5660	|1,674969
5661	|1,750458
5662	|1,773463
5663	|1,733487
5664	|1,846127
5665	|1,660464
5666	|1,675451
5667	|1,847963
5668	|1,634598
5669	|1,699587
5670	|1,748485
5671	|1,825087
5672	|2,264204
5673	|1,748626
5674	|1,758599
5675	|1,782268
5676	|1,740836
5677	|1,733814
5678	|1,732135
5679	|1,741648
5680	|1,749644
5681	|1,783238
5682	|1,69866
5683	|1,791051
5684	|1,807555
5685	|1,749712
5686	|1,808046
5687	|1,707355
5688	|1,734156
5689	|1,765135
5690	|1,765971
5691	|1,859316
5692	|2,070963
5693	|1,790906
5694	|1,849193
5695	|1,832529
5696	|1,791125
5697	|1,767163
5698	|1,764704
5699	|1,849776
5700	|1,691241
5701	|1,82372
5702	|1,735278
5703	|1,797412
5704	|1,857475
5705	|1,782079
5706	|1,741195
5707	|1,783252
5708	|1,865604
5709	|1,708639
5710	|1,690344
5711	|2,454824
5712	|1,691866
5713	|1,723997
5714	|1,77473
5715	|1,699923
5716	|1,740722
5717	|1,838579
5718	|1,694156
5719	|1,782267
5720	|1,683608
5721	|1,699657
5722	|1,740677
5723	|1,832815
5724	|1,749174
5725	|1,699923
5726	|1,782495
5727	|1,791079
5728	|1,708066
5729	|1,699883
5730	|2,213238
5731	|1,973993
5732	|1,741911
5733	|1,68264
5734	|1,74774
5735	|1,718005
5736	|1,815874
5737	|1,709021
5738	|1,698776
5739	|1,782394
5740	|1,717687
5741	|1,723993
5742	|1,707634
5743	|1,766659
5744	|1,699204
5745	|1,840696
5746	|1,658821
5747	|1,715985
5748	|1,782505
5749	|1,725297
5750	|1,904544
5751	|1,989843
5752	|1,810119
5753	|1,790748
5754	|1,807353
5755	|1,916079
5756	|1,815294
5757	|1,74994
5758	|1,873553
5759	|1,858207
5760	|1,715629
5761	|1,633989
5762	|1,765585
5763	|1,840568
5764	|1,691566
5765	|1,824459
5766	|1,757306
5767	|1,708202
5768	|1,72366
5769	|1,725441
5770	|2,180912
5771	|1,767338
5772	|1,798929
5773	|1,765514
5774	|1,733895
5775	|1,731841
5776	|1,741639
5777	|1,748684
5778	|1,982733
5779	|1,724523
5780	|1,872669
5781	|1,692833
5782	|1,715529
5783	|1,674916
5784	|1,808286
5785	|1,945222
5786	|1,760779
5787	|1,716167
5788	|1,766209
5789	|2,090345
5790	|1,981474
5791	|1,732189
5792	|1,73354
5793	|1,758395
5794	|1,814716
5795	|1,775303
5796	|1,756986
5797	|1,824404
5798	|1,724527
5799	|1,81514
5800	|1,800061
5801	|1,733218
5802	|1,740811
5803	|1,788152
5804	|1,827651
5805	|1,83164
5806	|1,825038
5807	|1,782554
5808	|1,840242
5809	|2,471577
5810	|1,723975
5811	|1,799738
5812	|1,766402
5813	|1,815297
5814	|1,782896
5815	|1,758764
5816	|1,739959
5817	|1,717174
5818	|1,807345
5819	|1,715856
5820	|1,725268
5821	|1,780962
5822	|1,825246
5823	|1,750251
5824	|1,71668
5825	|1,781922
5826	|1,633947
5827	|1,731995
5828	|2,043452
5829	|1,896125
5830	|1,756818
5831	|1,700768
5832	|1,798573
5833	|1,897975
5834	|1,677172
5835	|1,722948
5836	|1,708735
5837	|1,71645
5838	|1,656144
5839	|1,684609
5840	|1,741813
5841	|1,78201
5842	|1,725315
5843	|1,682795
5844	|1,699543
5845	|1,758444
5846	|1,724114
5847	|1,791848
5848	|1,878619
5849	|1,976045
5850	|1,732838
5851	|1,833371
5852	|1,707444
5853	|1,749315
5854	|1,73369
5855	|1,758273
5856	|1,7814
5857	|1,742044
5858	|1,773639
5859	|1,874521
5860	|1,8321
5861	|1,749875
5862	|1,807673
5863	|1,74892
5864	|1,790979
5865	|1,767062
5866	|1,781631
5867	|1,766932
5868	|2,453856
5869	|1,873735
5870	|1,692843
5871	|1,789823
5872	|1,799204
5873	|1,924266
5874	|1,937686
5875	|1,801352
5876	|1,857958
5877	|1,773922
5878	|1,725458
5879	|1,690733
5880	|1,732608
5881	|1,741793
5882	|1,757849
5883	|1,782066
5884	|1,783459
5885	|1,724037
5886	|1,774291
5887	|1,717309
5888	|1,931128
5889	|1,758202
5890	|1,674588
5891	|1,821916
5892	|1,80133
5893	|1,79924
5894	|1,74176
5895	|1,724674
5896	|1,682808
5897	|1,766706
5898	|1,674365
5899	|1,683752
5900	|1,699554
5901	|1,708371
5902	|1,707042
5903	|1,642316
5904	|1,724278
5905	|1,683139
5906	|1,766516
5907	|1,985917
5908	|1,894681
5909	|1,732307
5910	|1,824478
5911	|1,816002
5912	|1,765874
5913	|1,699707
5914	|1,783221
5915	|1,790334
5916	|1,724739
5917	|1,816336
5918	|1,740762
5919	|1,816405
5920	|1,765475
5921	|1,791606
5922	|1,765528
5923	|1,724021
5924	|1,766838
5925	|1,782683
5926	|1,708012
5927	|1,791228
5928	|1,758558
5929	|1,740154
5930	|1,824302
5931	|1,938036
5932	|1,768281
5933	|1,7993
5934	|1,850204
5935	|1,690536
5936	|1,732801
5937	|1,733377
5938	|1,774102
5939	|1,783018
5940	|1,732361
5941	|1,832583
5942	|1,783297
5943	|1,864737
5944	|1,683566
5945	|1,708622
5946	|1,790364
5947	|2,321742
5948	|1,715281
5949	|1,701674
5950	|1,698874
5951	|1,775307
5952	|1,765938
5953	|1,723888
5954	|1,67544
5955	|1,783308
5956	|1,723451
5957	|1,70028
5958	|1,724284
5959	|1,724522
5960	|1,741832
5961	|1,781717
5962	|1,692496
5963	|1,707895
5964	|1,682738
5965	|1,708602
5966	|1,815138
5967	|2,147848
5968	|1,733494
5969	|1,773951
5970	|1,798978
5971	|1,824684
5972	|1,675506
5973	|1,69117
5974	|1,739793
5975	|1,817176
5976	|1,724133
5977	|1,76601
5978	|1,816161
5979	|1,782468
5980	|1,848782
5981	|1,717065
5982	|1,840257
5983	|1,609104
5984	|1,741247
5985	|1,739977
5986	|2,217661
5987	|1,937114
5988	|1,766071
5989	|1,766873
5990	|1,740553
5991	|1,782552
5992	|1,808362
5993	|1,77417
5994	|1,741675
5995	|1,674644
5996	|1,740746
5997	|1,815877
5998	|1,741552
5999	|1,782278
6000	|1,775138
6001	|1,748861
6002	|1,814543
6003	|1,73501
6004	|1,682814
6005	|1,757929
6006	|1,700062
6007	|1,80673
6008	|1,790971
6009	|1,708653
6010	|1,765762
6011	|1,674677
6012	|1,741763
6013	|1,748254
6014	|1,700918
6015	|1,699525
6016	|1,78284
6017	|1,832714
6018	|1,665963
6019	|1,841223
6020	|1,707727
6021	|1,799477
6022	|1,774013
6023	|1,757985
6024	|1,807774
6025	|1,815623
6026	|1,799289
6027	|1,774991
6028	|1,641722
6029	|1,674362
6030	|1,707936
6031	|1,708085
6032	|1,72546
6033	|1,731995
6034	|1,799201
6035	|1,775043
6036	|1,896289
6037	|1,719211
6038	|1,682985
6039	|1,765712
6040	|1,774377
6041	|1,774812
6042	|1,740559
6043	|1,766933
6044	|1,799143
6045	|1,748943
6046	|1,75795
6047	|1,774825
6048	|1,724622
6049	|1,807516
6050	|1,691493
6051	|1,765576
6052	|1,782716
6053	|1,807889
6054	|1,823799
6055	|1,69153
6056	|1,805872
6057	|1,784847
6058	|1,757525
6059	|1,799617
6060	|1,757525
6061	|1,757986
6062	|1,815454
6063	|1,733015
6064	|1,700192
6065	|1,682658
6066	|1,658452
6067	|1,741587
6068	|1,699792
6069	|1,691903
6070	|1,707024
6071	|1,692151
6072	|1,757237
6073	|1,70843
6074	|1,649498
6075	|1,717276
6076	|1,731916
6077	|1,724683
6078	|1,65054
6079	|1,716484
6080	|1,724024
6081	|1,71693
6082	|1,690805
6083	|1,684286
6084	|1,698863
6085	|1,716263
6086	|1,74951
6087	|2,015329
6088	|1,732389
6089	|1,675171
6090	|1,750256
6091	|1,781792
6092	|1,683262
6093	|1,824378
6094	|1,799427
6095	|1,749531
6096	|1,732415
6097	|1,708034
6098	|1,75821
6099	|1,773897
6100	|1,758927
6101	|1,756796
6102	|1,692021
6103	|1,782814
6104	|1,781803
6105	|1,716555
6106	|2,183932
6107	|1,903926
6108	|1,750089
6109	|1,732994
6110	|1,707529
6111	|1,725804
6112	|1,814796
6113	|1,782539
6114	|1,866035
6115	|1,72433
6116	|1,774347
6117	|1,8161
6118	|1,749315
6119	|1,892137
6120	|1,67351
6121	|1,740914
6122	|1,80842
6123	|1,84024
6124	|1,707849
6125	|1,791884
6126	|1,723901
6127	|1,716777
6128	|1,955256
6129	|1,617869
6130	|1,683571
6131	|1,70832
6132	|1,765222
6133	|1,725165
6134	|1,674787
6135	|1,749138
6136	|1,745019
6137	|1,729322
6138	|1,799134
6139	|1,741692
6140	|1,716164
6141	|1,691369
6142	|1,733367
6143	|1,674545
6144	|1,724359
6145	|1,700538
6146	|1,83777
6147	|1,909498
6148	|1,875892
6149	|1,780514
6150	|1,724551
6151	|1,849758
6152	|1,808365
6153	|1,699495
6154	|1,757491
6155	|1,716244
6156	|1,765509
6157	|1,798752
6158	|1,717307
6159	|1,823899
6160	|1,782722
6161	|1,700047
6162	|1,749132
6163	|1,667145
6164	|1,80695
6165	|1,929938
6166	|1,685848
6167	|1,715743
6168	|1,807603
6169	|1,8077
6170	|1,765884
6171	|1,700225
6172	|1,790575
6173	|1,757678
6174	|1,865608
6175	|1,741777
6176	|1,766168
6177	|1,856999
6178	|1,749304
6179	|1,882906
6180	|1,790897
6181	|1,748891
6182	|1,822101
6183	|1,801572
6184	|1,699675
6185	|1,668651
6186	|2,211658
6187	|1,683338
6188	|1,750205
6189	|1,757141
6190	|1,716517
6191	|1,692192
6192	|1,814909
6193	|1,774664
6194	|1,732897
6195	|1,65821
6196	|1,742043
6197	|1,765465
6198	|1,749054
6199	|1,764328
6200	|1,735066
6201	|1,749308
6202	|1,733672
6203	|1,682526
6204	|1,68321
6205	|1,816967
6206	|2,221773
6207	|1,782059
6208	|1,725136
6209	|1,715943
6210	|1,716342
6211	|1,774988
6212	|1,781851
6213	|1,708493
6214	|1,774724
6215	|1,78154
6216	|1,864078
6217	|1,752211
6218	|1,798868
6219	|1,766649
6220	|1,740535
6221	|1,724777
6222	|1,683926
6223	|1,757064
6224	|1,708112
6225	|2,095914
6226	|1,908937
6227	|1,800134
6228	|1,856429
6229	|1,708643
6230	|1,749652
6231	|1,748814
6232	|1,741698
6233	|1,753964
6234	|1,752905
6235	|1,816483
6236	|1,799417
6237	|1,806747
6238	|1,924438
6239	|1,765494
6240	|1,890426
6241	|1,742209
6242	|1,773582
6243	|1,807691
6244	|1,716833
6245	|2,362437
6246	|1,667338
6247	|1,715969
6248	|1,790525
6249	|1,701426
6250	|1,731587
6251	|1,765927
6252	|1,841823
6253	|1,740415
6254	|1,691228
6255	|1,68542
6256	|1,681082
6257	|1,815466
6258	|1,775671
6259	|1,707226
6260	|1,765856
6261	|1,757886
6262	|1,733483
6263	|1,707638
6264	|1,700454
6265	|2,064538
6266	|1,724079
6267	|1,807634
6268	|1,716762
6269	|1,732424
6270	|1,674977
6271	|1,716903
6272	|1,682525
6273	|1,725198
6274	|1,607898
6275	|1,708677
6276	|1,798892
6277	|1,666622
6278	|1,691313
6279	|1,808109
6280	|1,740605
6281	|1,767147
6282	|1,707161
6283	|1,849093
6284	|1,766151
6285	|2,29665
6286	|1,791644
6287	|1,798834
6288	|1,857591
6289	|1,740821
6290	|1,782722
6291	|1,741733
6292	|1,699751
6293	|1,74892
6294	|1,774507
6295	|1,799946
6296	|1,7656
6297	|1,732694
6298	|1,717024
6299	|1,799091
6300	|1,707801
6301	|1,766488
6302	|1,708066
6303	|1,782081
6304	|1,983173
6305	|1,872544
6306	|1,783295
6307	|1,741247
6308	|1,72385
6309	|1,840796
6310	|1,725715
6311	|1,70703
6312	|1,775411
6313	|1,75718
6314	|1,732433
6315	|1,725526
6316	|1,848146
6317	|1,74173
6318	|1,807904
6319	|1,690613
6320	|1,641902
6321	|1,767226
6322	|1,789926
