GUID	|Time
4768	|1,749683
4769	|2,283853
4770	|1,773696
4771	|1,69153
4772	|1,798415
4773	|1,80813
4774	|1,866022
4775	|1,814629
4776	|1,74179
4777	|1,757893
4778	|1,765725
4779	|1,78265
4780	|1,774777
4781	|1,740674
4782	|1,824133
4783	|1,832259
4784	|1,832713
4785	|1,757528
4786	|1,775109
4787	|1,781686
4788	|1,80749
4789	|1,732611
4790	|1,791085
4791	|1,899341
4792	|1,798522
4793	|1,807541
4794	|1,807384
4795	|1,849568
4796	|1,848479
4797	|1,857684
4798	|1,765511
4799	|1,824045
4800	|1,82411
4801	|1,841034
4802	|1,749028
4803	|1,807426
4804	|1,807496
4805	|1,948427
4806	|1,849089
4807	|1,902277
4808	|1,968022
4809	|1,84253
4810	|1,923474
4811	|1,832299
4812	|1,849014
4813	|1,898679
4814	|1,832995
4815	|1,831692
4816	|1,857228
4817	|1,766008
4818	|1,848983
4819	|1,74923
4820	|1,865722
4821	|1,799093
4822	|1,915134
4823	|1,865983
4824	|1,920735
4825	|1,909538
4826	|1,899461
4827	|1,93903
4828	|1,824565
4829	|1,873688
4830	|1,824174
4831	|1,915374
4832	|1,82449
4833	|1,782113
4834	|1,757787
4835	|1,791252
4836	|1,740676
4837	|1,8077
4838	|1,798359
4839	|1,874425
4840	|1,80756
4841	|1,815623
4842	|1,674835
4843	|1,816577
4844	|1,781963
4845	|2,154059
4846	|1,950528
4847	|1,740689
4848	|1,749524
4849	|1,857229
4850	|1,741038
4851	|1,80758
4852	|1,727247
4853	|1,829593
4854	|1,832703
4855	|1,749098
4856	|1,840625
4857	|1,790995
4858	|1,799146
4859	|1,774314
4860	|1,697883
4861	|1,858887
4862	|1,873973
4863	|1,881403
4864	|1,84134
4865	|2,147461
4866	|1,89875
4867	|1,882158
4868	|1,848805
4869	|1,799156
4870	|1,848907
4871	|1,857205
4872	|1,807586
4873	|1,882258
4874	|1,749317
4875	|1,791393
4876	|1,805816
4877	|1,82532
4878	|1,865475
4879	|1,89025
4880	|1,898726
4881	|1,857317
4882	|1,815707
4883	|2,276371
4884	|2,060833
4885	|1,873709
4886	|1,856733
4887	|1,799213
4888	|1,840594
4889	|1,816069
4890	|1,815522
4891	|1,799409
4892	|1,874283
4893	|1,815186
4894	|1,799255
4895	|1,798991
4896	|1,832944
4897	|1,831874
4898	|1,907075
4899	|1,757665
4900	|1,799373
4901	|1,840507
4902	|2,04604
4903	|1,958691
4904	|1,790781
4905	|1,774442
4906	|1,823969
4907	|1,716206
4908	|1,741257
4909	|1,807586
4910	|1,832162
4911	|1,832498
4912	|1,824056
4913	|1,799163
4914	|1,832192
4915	|1,840764
4916	|1,766064
4917	|1,841046
4918	|1,7655
4919	|1,873773
4920	|1,800585
4921	|1,839283
4922	|1,905976
4923	|1,707509
4924	|1,841661
4925	|1,84115
4926	|1,857173
4927	|1,748053
4928	|1,996998
4929	|1,84335
4930	|1,832476
4931	|1,890331
4932	|1,774366
4933	|1,816822
4934	|1,756599
4935	|1,79932
4936	|1,899033
4937	|1,881655
4938	|1,882545
4939	|1,814797
4940	|1,88258
4941	|2,197593
4942	|1,865717
4943	|1,832036
4944	|1,827346
4945	|1,828822
4946	|1,840828
4947	|1,757271
4948	|1,85759
4949	|1,824121
4950	|1,86512
4951	|1,874351
4952	|1,799095
4953	|1,807541
4954	|1,832536
4955	|1,790706
4956	|1,741097
4957	|1,824092
4958	|1,775292
4959	|1,848485
4960	|2,152773
4961	|1,785098
4962	|1,832554
4963	|1,807667
4964	|1,765795
4965	|1,790862
4966	|1,782426
4967	|1,865427
4968	|1,840862
4969	|1,807317
4970	|1,8075
4971	|1,857285
4972	|1,774251
4973	|1,774727
4974	|1,782361
4975	|1,799144
4976	|1,807485
4977	|1,849416
4978	|1,757339
4979	|1,848786
4980	|2,003726
4981	|1,918154
4982	|1,874358
4983	|1,831767
4984	|1,824312
4985	|1,832205
4986	|1,848908
4987	|1,766067
4988	|1,842106
4989	|1,81431
4990	|1,865614
4991	|1,774247
4992	|1,824121
4993	|1,848807
4994	|1,870961
4995	|1,843575
4996	|1,929034
4997	|1,860018
4998	|2,380233
4999	|1,823601
5000	|1,850857
5001	|1,88009
5002	|1,865626
5003	|1,940244
5004	|1,742025
5005	|1,790314
5006	|1,84021
5007	|1,8407
5008	|1,774384
5009	|1,798936
5010	|1,840779
5011	|1,874394
5012	|1,87052
5013	|1,768747
5014	|1,832555
5015	|1,840543
5016	|1,823878
5017	|2,205708
5018	|1,774286
5019	|1,791109
5020	|1,865534
5021	|1,696234
5022	|1,777866
5023	|1,730933
5024	|1,792529
5025	|1,84064
5026	|1,824104
5027	|1,79081
5028	|1,904318
5029	|1,843348
5030	|1,815966
5031	|1,790928
5032	|1,840441
5033	|1,815904
5034	|1,808297
5035	|1,756704
5036	|1,799422
5037	|1,765943
5038	|1,882185
5039	|1,807434
5040	|1,823152
5041	|1,833317
5042	|1,848792
5043	|1,763407
5044	|6,529169
5045	|1,924613
5046	|1,793172
5047	|1,795961
5048	|1,807386
5049	|1,823981
5050	|1,815823
5051	|1,807472
5052	|1,790929
5053	|2,19721
5054	|1,765495
5055	|1,849568
5056	|1,799589
5057	|1,753427
5058	|1,88596
5059	|1,874393
5060	|1,864954
5061	|1,807539
5062	|1,956655
5063	|1,824328
5064	|1,798833
5065	|1,791094
5066	|1,799211
5067	|1,848855
5068	|1,824027
5069	|1,782729
5070	|1,799085
5071	|1,807367
5072	|2,172458
5073	|1,806949
5074	|1,82466
5075	|1,791109
5076	|1,807614
5077	|1,807305
5078	|1,870951
5079	|1,810017
5080	|1,816083
5081	|1,840912
5082	|1,790514
5083	|1,757609
5084	|1,815356
5085	|1,799796
5086	|1,882865
5087	|1,790005
5088	|1,799229
5089	|1,873735
5090	|1,807387
5091	|1,824142
5092	|1,672649
5093	|1,826182
5094	|1,807363
5095	|1,778323
5096	|1,828338
5097	|1,857794
5098	|1,873263
5099	|1,907161
5100	|1,83228
5101	|1,807547
5102	|1,890933
5103	|1,931376
5104	|1,832319
5105	|1,898168
5106	|1,807979
5107	|1,824173
5108	|1,874011
5109	|1,782477
5110	|1,849349
5111	|1,806864
5112	|1,848957
5113	|1,790934
5114	|2,02863
5115	|1,844
5116	|1,932286
5117	|1,873008
5118	|1,873796
5119	|1,849127
5120	|1,890139
5121	|1,906858
5122	|1,76668
5123	|1,757037
5124	|1,840686
5125	|1,814323
5126	|1,766672
5127	|1,857438
5128	|1,83214
5129	|1,948445
5130	|1,904284
5131	|1,859949
5132	|1,840652
5133	|1,882028
5134	|1,840846
5135	|1,774188
5136	|1,782643
5137	|1,774412
5138	|1,799313
5139	|1,824393
5140	|1,782187
5141	|1,857219
5142	|1,832224
5143	|1,898739
5144	|1,887014
5145	|1,860833
5146	|1,929229
5147	|1,90955
5148	|1,848914
5149	|1,882021
5150	|1,924162
5151	|1,840064
5152	|1,865556
5153	|1,84897
5154	|1,849028
5155	|1,831729
5156	|1,825965
5157	|1,831086
5158	|1,906872
5159	|1,866157
5160	|1,956638
5161	|1,873525
5162	|1,932266
5163	|1,914207
5164	|1,965829
5165	|2,001767
5166	|1,87845
5167	|2,263585
5168	|1,972771
5169	|1,899415
5170	|1,898638
5171	|1,857162
5172	|1,915535
5173	|1,88948
5174	|1,833133
5175	|1,915128
5176	|1,865587
5177	|1,865706
5178	|1,857082
5179	|1,683385
5180	|1,651892
5181	|1,72908
5182	|1,74217
5183	|1,807831
5184	|1,945797
5185	|2,071357
5186	|2,060937
5187	|1,865135
5188	|1,823988
5189	|1,857357
5190	|1,840708
5191	|1,833188
5192	|1,781632
5193	|1,79939
5194	|1,832183
5195	|1,806882
5196	|1,733908
5197	|1,865188
5198	|1,857057
5199	|1,849028
5200	|1,774768
5201	|1,823492
5202	|1,923522
5203	|1,931322
5204	|1,882845
5205	|1,824008
5206	|1,873724
5207	|1,824271
5208	|1,92409
5209	|1,798515
5210	|1,84925
5211	|1,832067
5212	|1,744647
5213	|1,878643
5214	|1,865024
5215	|1,907631
5216	|1,990125
5217	|1,939861
5218	|1,890442
5219	|1,948378
5220	|1,915953
5221	|1,90649
5222	|1,890695
5223	|1,93992
5224	|1,865939
5225	|2,006117
5226	|1,882075
5227	|1,873776
5228	|1,82204
5229	|1,94251
5230	|1,830293
5231	|1,72538
5232	|1,809438
5233	|1,872804
5234	|1,865549
5235	|1,874321
5236	|1,798792
5237	|1,857217
5238	|1,906265
5239	|1,857922
5240	|1,849157
5241	|1,790608
5242	|2,412909
5243	|1,898628
5244	|1,791166
5245	|1,815557
5246	|1,80752
5247	|1,832478
5248	|1,821204
5249	|1,727436
5250	|1,799098
5251	|1,799122
5252	|1,810891
5253	|1,787457
5254	|1,882495
5255	|1,815474
5256	|1,777138
5257	|1,828755
5258	|1,775076
5259	|1,82418
5260	|1,786414
5261	|2,000909
5262	|1,717918
5263	|1,689765
5264	|1,774785
5265	|1,781478
5266	|1,73754
5267	|1,920942
5268	|2,012083
5269	|1,934817
5270	|1,882448
5271	|1,864929
5272	|1,849223
5273	|1,890288
5274	|1,898715
5275	|1,815621
5276	|1,799127
5277	|1,849629
5278	|1,865206
5279	|1,915073
5280	|2,471043
5281	|1,865316
5282	|1,80765
5283	|1,874097
5284	|1,848186
5285	|1,882881
5286	|1,897738
5287	|1,874646
5288	|1,832201
5289	|1,89095
5290	|1,898333
5291	|1,980868
5292	|1,899306
5293	|1,882636
5294	|1,906527
5295	|1,865788
5296	|1,873714
5297	|1,707162
5298	|1,899461
5299	|1,856541
5300	|1,774857
5301	|1,782901
5302	|1,945467
5303	|1,851598
5304	|1,865661
5305	|1,840494
5306	|1,816518
5307	|1,806847
5308	|1,914804
5309	|1,766668
5310	|1,741082
5311	|1,748807
5312	|1,799963
5313	|1,732522
5314	|1,716312
5315	|1,815908
5316	|1,815628
5317	|2,299158
5318	|1,987534
5319	|1,799321
5320	|1,807946
5321	|1,890071
5322	|1,890244
5323	|1,799638
5324	|1,898197
5325	|1,840785
5326	|1,815634
5327	|1,865406
5328	|1,774543
5329	|1,790763
5330	|1,749358
5331	|1,832579
5332	|1,824133
5333	|1,832215
5334	|1,865543
5335	|1,882631
5336	|1,865074
5337	|2,022997
5338	|1,882087
5339	|1,915475
5340	|1,882192
5341	|1,823729
5342	|1,815916
5343	|1,832802
5344	|1,890098
5345	|1,77414
5346	|1,790391
5347	|1,841242
5348	|1,8572
5349	|1,865508
5350	|1,857351
5351	|1,865964
5352	|1,873597
5353	|1,915033
5354	|1,799256
5355	|1,741168
5356	|1,964936
5357	|1,831782
5358	|1,783279
5359	|1,815874
5360	|1,774027
5361	|1,799338
5362	|1,841096
5363	|1,840217
5364	|1,824035
5365	|1,914754
5366	|1,89954
5367	|1,790543
5368	|1,658373
5369	|1,773279
5370	|1,816655
5371	|1,741088
5372	|1,691575
5373	|1,782722
5374	|1,790702
5375	|1,917651
5376	|1,818975
5377	|1,826948
5378	|1,816013
5379	|1,81547
5380	|1,78269
5381	|1,782428
5382	|1,807484
5383	|1,824165
5384	|1,832832
5385	|1,806836
5386	|1,824054
5387	|1,832401
5388	|1,898754
5389	|1,710123
5390	|1,805307
5391	|1,799219
5392	|1,771542
5393	|1,80189
5394	|1,749424
5395	|1,823914
5396	|1,865633
5397	|1,857198
5398	|1,907374
5399	|1,865237
5400	|1,857303
5401	|1,882082
5402	|1,830176
5403	|1,741143
5404	|1,741053
5405	|1,724314
5406	|1,773404
5407	|1,729758
5408	|2,024072
5409	|1,886463
5410	|1,817165
5411	|1,84865
5412	|1,840718
5413	|1,86565
5414	|1,890362
5415	|1,964911
5416	|1,832477
5417	|1,890546
5418	|1,86542
5419	|1,882024
5420	|1,857157
5421	|1,841139
5422	|1,807026
5423	|1,8577
5424	|1,757457
5425	|1,78247
5426	|1,806958
5427	|1,832954
5428	|1,907149
5429	|1,799123
5430	|1,832189
5431	|1,815819
5432	|1,932082
5433	|1,716142
5434	|1,782952
5435	|1,757371
5436	|1,758063
5437	|1,781471
5438	|1,799863
5439	|1,731333
5440	|1,860007
5441	|1,8222
5442	|1,71879
5443	|1,697292
5444	|1,840859
5445	|1,82094
5446	|1,760649
5447	|1,774074
5448	|1,774479
5449	|1,824114
5450	|1,865335
5451	|1,832441
5452	|2,304944
5453	|1,84909
5454	|1,882301
5455	|1,873592
5456	|1,804591
5457	|1,849365
5458	|1,851462
5459	|1,848928
5460	|1,774378
5461	|1,879406
5462	|1,777079
5463	|1,807515
5464	|1,824351
5465	|1,807303
5466	|1,832216
5467	|1,899197
5468	|1,873277
5469	|1,849012
5470	|2,364854
5471	|2,046212
5472	|1,882191
5473	|1,782564
5474	|1,882076
5475	|1,889977
5476	|1,923879
5477	|1,887736
5478	|1,851901
5479	|1,865396
5480	|1,882571
5481	|1,798823
5482	|1,782544
5483	|1,749188
5484	|1,824949
5485	|1,824072
5486	|1,781957
5487	|1,782485
5488	|1,874122
5489	|1,865311
5490	|1,882179
5491	|1,815704
5492	|1,807527
5493	|1,890222
5494	|1,790453
5495	|1,783076
5496	|1,799204
5497	|1,832562
5498	|1,88197
5499	|1,82461
5500	|1,774022
5501	|1,832042
5502	|1,824166
5503	|1,791442
5504	|1,773769
5505	|1,832852
5506	|1,815365
5507	|1,815813
5508	|2,249835
5509	|2,050523
5510	|1,827451
5511	|1,790745
5512	|1,757275
5513	|1,672584
5514	|1,784911
5515	|1,815697
5516	|1,84085
5517	|1,757575
5518	|1,882367
5519	|1,807395
5520	|1,841012
5521	|1,815266
5522	|1,832484
5523	|1,757527
5524	|1,824086
5525	|1,820135
5526	|1,746866
5527	|1,774172
5528	|2,061343
5529	|1,940047
5530	|1,88407
5531	|1,856971
5532	|1,849556
5533	|1,790497
5534	|1,807394
5535	|1,758005
5536	|1,765616
5537	|1,774306
5538	|1,82424
5539	|1,765813
5540	|1,766162
5541	|1,857292
5542	|1,848805
5543	|1,841246
5544	|1,640839
5545	|1,791123
5546	|1,904191
5547	|2,274709
5548	|1,732804
5549	|1,816001
5550	|1,765832
5551	|1,873992
5552	|1,74946
5553	|1,823748
5554	|1,807587
5555	|1,907261
5556	|1,865279
5557	|1,806964
5558	|1,783164
5559	|1,824093
5560	|1,840217
5561	|1,766596
5562	|1,854923
5563	|1,842923
5564	|1,898649
5565	|1,807421
5566	|2,371305
5567	|1,766091
5568	|1,799472
5569	|1,848698
5570	|1,782873
5571	|1,798954
5572	|1,899193
5573	|1,848995
5574	|1,840134
5575	|1,75769
5576	|1,816895
5577	|1,806402
5578	|1,754103
5579	|1,761387
5580	|1,807439
5581	|1,807641
5582	|1,815731
5583	|1,823796
5584	|1,849772
5585	|2,321152
5586	|1,88181
5587	|1,824341
5588	|1,815632
5589	|1,915614
5590	|1,873629
5591	|1,865357
5592	|1,766017
5593	|1,815741
5594	|1,832347
5595	|1,824814
5596	|1,765175
5597	|1,712403
5598	|1,761752
5599	|1,815718
5600	|1,790884
5601	|1,74128
5602	|1,757536
5603	|1,749447
5604	|1,824209
5605	|1,716068
5606	|1,774233
5607	|1,78267
5608	|1,840597
5609	|1,816582
5610	|1,864971
5611	|1,890088
5612	|1,824317
5613	|1,81562
5614	|1,700954
5615	|1,658945
5616	|1,707205
5617	|1,762171
5618	|1,810248
5619	|1,807148
5620	|1,840854
5621	|1,882106
5622	|1,840661
5623	|2,294432
5624	|2,030321
5625	|1,852344
5626	|1,898741
5627	|1,915259
5628	|1,832595
5629	|1,857906
5630	|1,88114
5631	|1,832621
5632	|1,765824
5633	|1,832502
5634	|1,660495
5635	|1,733839
5636	|1,851102
5637	|1,802388
5638	|1,865026
5639	|1,882163
5640	|1,890348
5641	|1,824163
5642	|1,875519
5643	|2,045842
5644	|1,866322
5645	|1,832102
5646	|1,848618
5647	|1,680845
5648	|1,740302
5649	|1,713451
5650	|1,864014
5651	|1,605369
5652	|1,765382
5653	|2,031686
5654	|1,776774
5655	|1,832372
5656	|1,807701
5657	|1,815623
5658	|1,816298
5659	|1,748845
5660	|1,790929
5661	|1,807503
5662	|2,139148
5663	|1,815852
5664	|1,840272
5665	|1,705547
5666	|1,915361
5667	|1,690917
5668	|1,659286
5669	|1,832828
5670	|1,775877
5671	|1,791287
5672	|1,790613
5673	|1,791157
5674	|1,848431
5675	|1,899079
5676	|1,79885
5677	|1,841034
5678	|1,881343
5679	|1,783476
5680	|1,832125
5681	|2,122441
5682	|1,790958
5683	|1,840877
5684	|1,766415
5685	|1,691088
5686	|1,962039
5687	|1,785358
5688	|1,857002
5689	|1,807522
5690	|1,849318
5691	|1,873425
5692	|1,882188
5693	|1,840617
5694	|1,849072
5695	|1,823917
5696	|1,898903
5697	|1,807299
5698	|1,78249
5699	|1,791166
5700	|1,777058
5701	|1,812753
5702	|1,915832
5703	|1,840019
5704	|1,85756
5705	|1,912331
5706	|1,901622
5707	|1,840568
5708	|1,88171
5709	|1,849458
5710	|1,849036
5711	|1,759467
5712	|1,755643
5713	|1,766934
5714	|1,781587
5715	|1,799308
5716	|1,741423
5717	|1,815868
5718	|1,790509
5719	|1,89057
5720	|1,782445
5721	|1,808002
5722	|1,773243
5723	|1,766893
5724	|1,798984
5725	|1,740976
5726	|1,782567
5727	|1,857433
5728	|1,857007
5729	|1,865748
5730	|1,799672
5731	|1,747751
5732	|1,808473
5733	|1,774366
5734	|1,774607
5735	|1,737892
5736	|1,80212
5737	|1,788671
5738	|1,914716
5739	|2,183575
5740	|1,823935
5741	|1,841222
5742	|1,857772
5743	|1,88099
5744	|1,848957
5745	|1,832321
5746	|1,89108
5747	|1,76534
5748	|1,774322
5749	|1,832487
5750	|1,77149
5751	|1,682498
5752	|1,692158
5753	|1,765815
5754	|1,926281
5755	|1,898205
5756	|1,924058
5757	|1,857577
5758	|2,271726
5759	|1,923506
5760	|1,940479
5761	|1,856861
5762	|1,874211
5763	|1,915007
5764	|1,840647
5765	|1,865592
5766	|1,832366
5767	|1,873875
5768	|1,866031
5769	|1,716289
5770	|1,80004
5771	|1,756312
5772	|1,815586
5773	|1,922867
5774	|1,866235
5775	|1,907476
5776	|1,840519
5777	|2,006246
5778	|1,857329
5779	|1,856777
5780	|1,78314
5781	|1,915535
5782	|1,757435
5783	|1,749461
5784	|1,774482
5785	|1,799115
5786	|1,815496
5787	|1,799426
5788	|1,832157
5789	|1,884311
5790	|1,855304
5791	|1,740795
5792	|1,807946
5793	|1,823092
5794	|1,824728
5795	|2,232114
5796	|1,946754
5797	|1,84061
5798	|1,807751
5799	|1,765746
5800	|1,799224
5801	|1,840086
5802	|1,866074
5803	|1,882286
5804	|1,85711
5805	|1,799206
5806	|1,899336
5807	|1,82342
5808	|1,757874
5809	|1,790685
5810	|1,815878
5811	|1,824038
5812	|1,774218
5813	|1,815798
5814	|2,081062
5815	|1,925597
5816	|1,830408
5817	|1,866264
5818	|1,831713
5819	|1,898628
5820	|1,882073
5821	|1,890573
5822	|1,865616
5823	|1,890367
5824	|1,848924
5825	|1,865699
5826	|1,848614
5827	|1,866257
5828	|1,947527
5829	|1,84098
5830	|1,774739
5831	|1,757241
5832	|1,807615
5833	|1,840727
5834	|1,89859
5835	|1,782744
5836	|1,849408
5837	|1,798557
5838	|1,824564
5839	|1,707352
5840	|1,782766
5841	|1,724473
5842	|1,774172
5843	|1,724854
5844	|1,791289
5845	|1,781906
5846	|1,80769
5847	|1,937418
5848	|1,785325
5849	|1,707954
5850	|1,808031
5851	|1,74871
5852	|1,741146
5853	|2,171906
5854	|1,824484
5855	|1,816205
5856	|1,823724
5857	|1,890357
5858	|1,815876
5859	|1,8659
5860	|1,898264
5861	|1,873752
5862	|1,857414
5863	|1,858217
5864	|1,847719
5865	|1,808627
5866	|1,76511
5867	|1,907323
5868	|1,749169
5869	|1,807384
5870	|1,757568
5871	|1,840805
5872	|2,495179
5873	|1,816369
5874	|1,815726
5875	|1,807446
5876	|1,882558
5877	|1,92349
5878	|1,879495
5879	|1,901254
5880	|1,907212
5881	|1,923129
5882	|1,88871
5883	|1,666648
5884	|1,749536
5885	|1,842255
5886	|1,881876
5887	|1,796327
5888	|1,818593
5889	|1,82405
5890	|2,070643
5891	|2,017549
5892	|1,774001
5893	|1,807497
5894	|1,684602
5895	|1,810282
5896	|1,667088
5897	|1,819038
5898	|1,804064
5899	|1,88542
5900	|1,774548
5901	|1,783237
5902	|1,781802
5903	|1,791029
5904	|1,83246
5905	|1,807232
5906	|1,782686
5907	|1,865646
5908	|1,86535
5909	|1,782691
5910	|2,238588
5911	|1,749771
5912	|1,832501
5913	|1,815471
5914	|1,741013
5915	|1,782761
5916	|1,815686
5917	|1,730578
5918	|1,791434
5919	|1,842356
5920	|1,832729
5921	|1,815401
5922	|1,848976
5923	|1,741175
5924	|1,857045
5925	|2,355005
5926	|1,857247
5927	|1,815654
5928	|1,799241
5929	|2,083623
5930	|1,739969
5931	|1,717065
5932	|1,756152
5933	|1,765127
5934	|1,948629
5935	|1,907215
5936	|1,890593
5937	|1,890703
5938	|1,889967
5939	|1,973728
5940	|1,798765
5941	|1,848944
5942	|1,688301
5943	|1,843083
5944	|1,824759
5945	|1,815764
5946	|1,779621
5947	|1,755832
5948	|2,204549
5949	|1,733353
5950	|1,81862
5951	|1,892949
5952	|1,820583
5953	|1,688543
5954	|1,620469
5955	|1,759643
5956	|1,69826
5957	|1,848497
5958	|1,700571
5959	|1,665969
5960	|1,706698
5961	|1,749327
5962	|1,729069
5963	|1,696313
5964	|1,797888
5965	|1,758379
5966	|1,857924
5967	|2,09874
5968	|2,01594
5969	|1,812913
5970	|1,923789
5971	|1,682862
5972	|1,666029
5973	|1,836664
5974	|1,831376
5975	|1,765919
5976	|1,815752
5977	|1,775607
5978	|1,822896
5979	|1,773597
5980	|1,824703
5981	|1,807711
5982	|1,830885
5983	|1,866002
5984	|1,899397
5985	|1,940377
5986	|1,70922
5987	|2,005201
5988	|1,873733
5989	|1,970631
5990	|1,884872
5991	|1,923551
5992	|1,931824
5993	|1,857833
5994	|1,889962
5995	|1,956197
5996	|1,791459
5997	|1,866153
5998	|1,848227
5999	|1,882127
6000	|1,899225
6001	|1,906543
6002	|1,857269
6003	|1,873774
6004	|1,906999
6005	|2,07849
6006	|1,86027
6007	|1,890002
6008	|1,965019
6009	|1,915397
6010	|1,93195
6011	|1,857117
6012	|1,915657
6013	|1,865219
6014	|1,882041
6015	|1,840804
6016	|1,898495
6017	|1,849014
6018	|1,907676
6019	|1,73198
6020	|1,806095
6021	|1,89984
6022	|1,866076
6023	|1,898905
6024	|2,105301
6025	|1,824503
6026	|1,890537
6027	|1,848726
6028	|1,923688
6029	|1,957335
6030	|1,889904
6031	|1,907142
6032	|1,723728
6033	|1,855982
6034	|1,765815
6035	|1,917298
6036	|1,824101
6037	|1,948604
6038	|1,84908
6039	|1,898916
6040	|1,83184
6041	|1,82459
6042	|1,949388
6043	|2,212598
6044	|1,948429
6045	|1,940205
6046	|1,815619
6047	|1,815536
6048	|1,970626
6049	|1,916548
6050	|1,851845
6051	|1,815924
6052	|1,888458
6053	|1,872235
6054	|1,917495
6055	|1,903738
6056	|1,81623
6057	|1,876841
6058	|1,836903
6059	|1,843651
6060	|1,775299
6061	|2,329588
6062	|1,898608
6063	|1,807661
6064	|1,807988
6065	|1,798547
6066	|1,857311
6067	|1,857151
6068	|1,815956
6069	|1,9373
6070	|1,926835
6071	|1,848499
6072	|1,857717
6073	|1,914774
6074	|1,907133
6075	|1,890716
6076	|1,807278
6077	|1,906907
6078	|1,848965
6079	|2,310638
6080	|1,964373
6081	|1,70018
6082	|1,70875
6083	|1,826493
6084	|1,748945
6085	|1,862779
6086	|1,810107
6087	|1,874429
6088	|1,806955
6089	|1,857155
6090	|1,849177
6091	|1,832247
6092	|1,807471
6093	|1,782863
6094	|1,766169
6095	|1,765494
6096	|1,83265
6097	|1,638759
6098	|1,840364
6099	|2,01557
6100	|1,875427
6101	|1,753004
6102	|1,901778
6103	|1,809722
6104	|1,882239
6105	|1,815735
6106	|1,790761
6107	|1,816037
6108	|1,790941
6109	|1,765836
6110	|1,816129
6111	|1,798651
6112	|1,865845
6113	|1,84917
6114	|1,931408
6115	|1,832442
6116	|1,898745
6117	|1,89853
6118	|2,40194
6119	|1,901488
6120	|1,832378
6121	|1,874076
6122	|1,807115
6123	|1,832525
6124	|1,741018
6125	|1,80763
6126	|1,765706
6127	|1,774417
6128	|1,732939
6129	|1,79906
6130	|1,77431
6131	|1,882263
6132	|1,749132
6133	|1,766033
6134	|1,741808
6135	|1,823454
6136	|1,782917
6137	|2,313045
6138	|1,724534
6139	|1,783002
6140	|1,823817
6141	|1,766001
6142	|1,724491
6143	|1,840114
6144	|1,832814
6145	|1,832784
6146	|1,748914
6147	|1,757775
6148	|1,88223
6149	|1,799237
6150	|1,765949
6151	|1,766435
6152	|1,823502
6153	|1,824181
6154	|1,827299
6155	|1,886967
6156	|1,874031
6157	|1,873152
6158	|1,949097
6159	|1,882087
6160	|1,79104
6161	|1,774277
6162	|1,873832
6163	|1,774225
6164	|1,741359
6165	|1,807806
6166	|1,831782
6167	|1,807615
6168	|1,733933
6169	|1,856047
6170	|1,970585
6171	|1,893145
6172	|1,84906
6173	|1,865519
6174	|1,848805
6175	|1,907089
6176	|1,757798
6177	|1,857179
6178	|1,716169
6179	|1,732879
6180	|1,832336
6181	|1,85719
6182	|1,832419
6183	|1,890692
6184	|1,890371
6185	|1,605125
6186	|1,699095
6187	|1,893899
6188	|1,807681
6189	|1,757745
6190	|1,741147
6191	|1,799092
6192	|1,799182
6193	|1,799098
6194	|2,24706
6195	|1,998371
6196	|1,799134
6197	|1,853977
6198	|1,760996
6199	|1,6317
6200	|1,767783
6201	|1,698469
6202	|1,679248
6203	|1,746751
6204	|1,864855
6205	|1,807642
6206	|1,956626
6207	|1,790978
6208	|1,840674
6209	|1,82453
6210	|1,823499
6211	|1,832246
6212	|1,748953
6213	|1,658896
6214	|2,235289
6215	|1,741122
6216	|1,741316
6217	|1,742036
6218	|1,757093
6219	|1,885442
6220	|1,879286
6221	|1,763424
6222	|1,787715
6223	|1,813315
6224	|1,818006
6225	|1,799193
6226	|1,774338
6227	|1,790976
6228	|1,865955
6229	|1,798846
6230	|1,810075
6231	|1,912635
6232	|1,931707
6233	|1,865785
6234	|1,848214
6235	|1,818523
6236	|1,83018
6237	|1,913792
6238	|1,718467
6239	|1,895272
6240	|1,78533
6241	|1,82404
6242	|1,77434
6243	|1,865427
6244	|1,799677
6245	|1,831291
6246	|1,849507
6247	|1,757792
6248	|1,832322
6249	|1,782741
6250	|1,840717
6251	|1,724418
6252	|1,844813
6253	|1,952551
6254	|1,807406
6255	|1,815914
6256	|1,774222
6257	|1,799356
6258	|1,840473
6259	|1,840587
6260	|1,76621
6261	|1,775277
6262	|1,831191
6263	|1,749489
6264	|1,757718
6265	|1,799159
6266	|1,749616
6267	|1,85745
6268	|1,864463
6269	|1,824813
6270	|1,864877
6271	|2,299869
6272	|2,087459
6273	|1,864969
6274	|1,857274
6275	|1,906886
6276	|1,907321
6277	|1,972642
6278	|1,857688
6279	|1,923719
6280	|1,840488
6281	|1,815971
6282	|1,783005
6283	|1,806221
6284	|1,775455
6285	|1,798772
6286	|1,815586
6287	|1,799421
6288	|1,865679
6289	|1,848662
6290	|1,932585
6291	|1,85663
6292	|1,840536
6293	|1,865606
6294	|1,865434
6295	|1,774608
6296	|1,882539
6297	|1,815026
6298	|1,882253
6299	|1,765892
6300	|1,774401
6301	|1,832923
6302	|1,898111
6303	|1,840617
6304	|1,907262
6305	|1,832017
6306	|1,79659
6307	|1,933887
6308	|1,733508
6309	|1,804164
6310	|1,693768
6311	|1,722719
6312	|1,708051
6313	|1,749869
6314	|1,842719
6315	|1,865723
6316	|1,866
6317	|1,856574
6318	|1,799336
6319	|1,848894
6320	|1,7442
6321	|1,67816
